clean_text,label
سيف بن زايد يعزي في وفاه امنه احمد الظاهري قدم الفريق سمو الشيخ سيف بن زايد ال نهيان نائب رئيس مجلس الوزراء وزير الداخليه، واجب العزاء في وفاه المغفور لها امنه احمد محمد بن عرار الظاهري واعرب سموه خلال زيارته منزل الفقيده بمنطقه المشرف في ابوظبي، عن صادق تعازيه ومواساته لاسره الفقيده، داعيا الله تعالي ان يسكنها فسيح جناته، وان يلهم اهلها وذويها الصبر والسلوان,1
اسلاميه دبي تنظم فعاليه مجتمعيه لتحري هلال ذي الحجه نظمت دائره الشؤون الاسلاميه والعمل الخيري في دبي اليوم فعاليه مجتمعيه لتحري هلال شهر ذي الحجه في مسار جبل نزوه بدبي، ضمن جهودها لنشر ثقافه تحري الاهله الشرعيه، واحياء هذه السنه، وتعزيز وعي المجتمع باهميه تحريها باستخدام الوسائل الفلكيه الحديثه، وربطها بالموروث الديني والمجتمعي تضمنت الفعاليه عددا من الانشطه والبرامج التوعويه، شملت التعريف بالمرصد واجهزه الرصد وطرق الرؤيه بالعين المجرده، وشرح ظروف رؤيه هلال شهر ذي الحجه، والتعريف بمبادرتي امام الفريج ومؤذن الفريج، الي جانب تنظيم مسابقه للاطفال لرصد الهلال والتعرف الي الاشهر الهجريه,0
حكماء المسلمين الاسره ركيزه بناء مجتمعات مستقره ومزدهره اكد مجلس حكماء المسلمين ان الاسره تمثل الركيزه الاساسيه في بناء المجتمعات واستقرارها، والحاضنه الاولي لترسيخ القيم الاخلاقيه والانسانيه، وتعزيز معاني الرحمه والتكافل والتعايش، مشيرا الي اهميه دعم الاسره وتمكينها في مواجهه التحديات الاجتماعيه والثقافيه والرقميه المعاصره وقال المجلس في بيان له بمناسبه اليوم الدولي للاسر، الذي يوافق الخامس عشر من مايو كل عام، ان الحفاظ علي تماسك الاسره وصونها من التفكك والعنف والكراهيه مسؤوليه مشتركه، تتطلب تكاتف المؤسسات الدينيه والتعليميه والاعلاميه والثقافيه، بما يسهم في بناء اجيال واعيه ومتمسكه بقيم الاحترام والانتماء والمسؤوليه، وقادره علي الاسهام الايجابي في خدمه اوطانها ومجتمعاتها,0
الدفاعات الجويه الاماراتيه تعاملت اليوم مع طائرات مسيره اعلنت وزاره الدفاع ان الدفاعات الجويه الاماراتيه تعاملت اليوم مايو مع طائرات مسيره دخلت الدوله من جهه الحدود الغربيه، حيث تم التعامل بنجاح مع اثنتين فيما اصابت الثالثه مولدا كهربائيا خارج المحيط الداخلي لمحطه براكه للطاقه النوويه في منطقه الظفره واضافت الوزاره ان التحقيقات جاريه لمعرفه مصدر الاعتداءات، وسيتم الكشف عن المستجدات بعد انتهاء التحقيقات,1
اعلان اسماء الفائزين بجائزه غانم غباش للقصه القصيره في دورتها الـ اعلن اتحاد كتاب وادباء الامارات، اسماء الفائزين بجائزه غانم غباش للقصه القصيره في دورتها السابعه عشره لعام ، والتي شهدت اقبالا واسعا ومشاركه لافته من المواهب والاقلام الواعده في فئتيها، القصه القصيره والمجموعه القصصيه واسفرت نتائج فئه القصه القصيره عن فوز القاصه مني الحمودي بالمركز الاول عن قصتها مزاد الظلال، فيما جاءت القاصه فاطمه العامري في المركز الثاني عن قصه من مليار، وحلت القاصه فاطمه المراشده في المركز الثالث عن قصه سادن الحرف الاخير,0
الامارات ترسخ ريادتها العالميه في اعتماد الادويه المبتكره لتعزيز صحه المجتمع تقدم دوله الامارات نموذجا رائدا في اعتماد الادويه والعلاجات الطبيه الحديثه التي ترتقي بتجربه المرضي، وتسهم في تسريع وزياده فرص علاج اعقد الامراض واخطرها علي صحه الانسان ورسخت الامارات، خلال العام الجاري، تفوقها في هذا المجال اذ تحولت الي منصه عالميه للابتكار الطبي والتجارب العلاجيه المتقدمه، ما يعكس التزامها المستمر بصحه المجتمع ويعزز جاذبيه قطاعها الصحي علي المستوي الاقليمي والدولي,0
نادي الحمريه يختتم ملتقي المواهب الاعلاميه اختتم نادي الحمريه الثقافي الرياضي اليوم النسخه الثانيه من ملتقي المواهب الاعلاميه، بتخريج منتسبا من الفئه العمريه بين و عاما بعد ايام من البرامج التدريبيه وورش العمل المتخصصه التي اقيمت بالتعاون مع اكاديميه فوكس للتدريب والاستشارات الاعلاميه شهد حفل الختام سعاده حميد الشامسي رئيس مجلس اداره النادي والمهندس علي المهيري عضو مجلس الاداره رئيس لجنه الاتصال المؤسسي الي جانب عدد من الاعلاميين و منتسبي النادي واولياء الامور,1
بنك الامارات للطعام وجود يوقعان اتفاقيه تعاون لتعزيز تحويل فائض الطعام الي اثر مستدام وقع بنك الامارات للطعام اتفاقيه تعاون مع مؤسسه دبي للمساهمات المجتمعيه جود، وذلك في اطار تعزيز الشراكات الاستراتيجيه الهادفه الي دعم العمل الانساني والخيري، وترسيخ منظومه العطاء المستدام في اماره دبي ووقعت الاتفاقيه بحضور معالي حصه بنت عيسي بوحميد، مدير عام هيئه تنميه المجتمع في دبي، ورئيس مجلس امناء مؤسسه دبي للمساهمات المجتمعيه جود، ومعالي المهندس مروان احمد بن غليطه، مدير عام بلديه دبي، نائب رئيس مجلس الامناء في بنك الامارات للطعام، وسعاده مروان راشد بن هاشم، المدير التنفيذي لمؤسسه دبي للمساهمات المجتمعيه جود، ومنال عبيد بن يعروف، رئيس الفريق التنفيذي في بنك الامارات للطعام,1
مهرجان راس الخيمه للسيارات والدراجات يجمع اكثر من شركه عالميه اكتوبر المقبل ينطلق معرض راس الخيمه للسيارات والدراجات في نسخته الثانيه يوم اكتوبر المقبل ويستمر ثلاثه ايام ضمن فعاليات مركز راس الخيمه للمعارض يقام المعرض الذي يجمع اندر وافخم واسرع سيارات العالم ويشهد عرضا حيا لعالم الدراجات الناريه بقاعتي مركز راس الخيمه للمعارض والساحه الخارجيه,1
الاتحاد للطيران تعزز رحلاتها الي باريس علي متن ايرباص اعلنت الاتحاد للطيران، اليوم، عن تعزيز رحلاتها علي متن طائره ايرباص الي مطار شارل ديغول الي رحلتين يوميا هذا الصيف، لتصبح بذلك الوجهه الاولي للناقله بثلاث رحلات يوميه ولتكن باريس واحده من الوجهات القليله في العالم التي تخدمها الطائره العملاقه مرتين يوميا,0
سعيد بن مكتوم يحضر افراح الملا وال حامد حضر الشيخ سعيد بن مكتوم بن جمعه ال مكتوم، رئيس اتحاد الامارات للتنس والبادل حفل الاستقبال الذي اقامه اليوم في دبي، بطي عبيد بطي الملا بمناسبه زفاف نجله عبيد علي كريمه محمد بن خادم بن بطي ال حامد وهنا الشيخ سعيد بن مكتوم بن جمعه ال مكتوم، العريس وذويه، متمنيا له حياه مكلله بالاستقرار والتوفيق والسعاده,1
الامارات تدين الاستهداف الارهابي للمنطقه المحيطه بمحطه براكه اعربت دوله الامارات عن ادانتها الشديده للاعتداء الارهابي الغادر الذي استهدف مولدا كهربائيا خارج المحيط الداخلي لمحطه براكه للطاقه النوويه في منطقه الظفره بطائره مسيره دخلت اراضي الدوله من جهه الحدود الغربيه، دون تسجيل اصابات او اي تاثير علي مستويات السلامه الاشعاعيه واكدت وزاره الخارجيه، في بيان لها، علي ان هذه الاعتداءات تمثل تصعيدا خطيرا وتعديا مرفوضا وتهديدا مباشرا لامن الدوله، وان استهداف محطات الطاقه النوويه السلميه يعد انتهاكا صريحا للقانون الدولي وميثاق الامم المتحده واحكام القانون الدولي الانساني لما قد يترتب عليه من مخاطر جسيمه علي المدنيين والبيئه والامن الاقليمي والدولي، كما تؤكد المعايير والاتفاقيات الدوليه ذات الصله، بما,1
ابوظبي تتوج خلال احتفاليه كبري ابطال الموسم في بطولات جراند سلام للجوجيتسو اقيمت مساء اليوم احتفاليه تتويج ابطال الموسمالمصنفين الاوائل في منافسات الحزام الاسود الاحترافي بجميع فئاته ضمن جولات ابوظبي جراند سلام للجوجيتسو علي مدار العام ، بحضور سعاده عبدالمنعم الهاشمي رئيس الاتحادين الاماراتي والاسيوي النائب الاول لرئيس الانحاد الدولي للحوجيتسو، وسعاده محمد سالم الظاهري نائب رئيس الاتحاد الاماراتي الحوجيتسو، وسعاده حميد الكتبي عضو مجلس اداره اتحاد الامارات للجوجيتسو، وفهد علي الشامسي الامين العام للاتحادين الاماراتي والاسيوي للجوجيتسو، وطارق البحري مدير عام رابطه ابوظبي لمحترفي الجوجيتسو,1
ذياب بن محمد بن زايد يكرم فرق عمل العاب الماسترز ابوظبي ويوجه باقامه العاب الماسترز الاماراتيه سنويا وجه سمو الشيخ ذياب بن محمد بن زايد ال نهيان، نائب رئيس ديوان الرئاسه للشؤون التنمويه واسر الشهداء، رئيس اللجنه العليا المنظمه لالعاب الماسترز ابوظبي ، باقامه العاب الماسترز الاماراتيه سنويا في ابوظبي، بهدف تعزيز الصحه البدنيه واستدامه المشاركه المجتمعيه جاء ذلك خلال تكريم سموه لفرق العمل المختلفه واللجان التنظيميه,1
ابو الغيط يدين استهداف محيط محطه براكه للطاقه النوويه ادان السيد احمد ابو الغيط الامين العام لجامعه الدول العربيه الاعتداء الذي استهدف محيط محطه براكه للطاقه النوويه في دوله الامارات العربيه المتحده بطائره مسيره، مؤكدا ان هذا الاعتداء السافر يمثل تصعيدا بالغ الخطوره علي امن كل المنطقه وانتهاكا صارخا لاحكام القانون الدولي واعراف حمايه المنشات النوويه المدنيه,0
شرطه ابوظبي تحذر من اساليب الاحتيال المتجدده عبر الحسابات والرسائل الوهميه حذرت القياده العامه لشرطه ابوظبي، من تزايد نشاط الحسابات الوهميه عبر مواقع التواصل الاجتماعي والمنصات الرقميه، الي جانب الرسائل النصيه المفبركه التي تستهدف خداع افراد المجتمع والاستيلاء علي بياناتهم الشخصيه واموالهم بطرق احتياليه واوضحت ان المحتالين يلجاون الي اساليب متعدده للايقاع بالضحايا، من بينها الترويج لخدمات وهميه مثل استخراج تاشيرات,0
تعادل جيرونا مع سوسيداد و فالنسيا امام رايو فاليكانو بالدوري الاسباني تعادل فريق جيرونا مع ريال سوسيداد ، يوم الخميس، ضمن منافسات الجوله من الدوري الاسباني لكره القدم وبهذه النتيجه رفع ريال سوسيداد رصيده الي نقطه في المركز الثامن، بينما اصبح رصيد جيرونا نقطه في المركز السادس عشر وفي مباراه اخري اقيمت في نفس التوقيت وباطار نفس الجوله ، تعادل فالنسيا مع ضيفه رايو فاليكانو,0
ابوظبي للرياضات البحريه يختتمسباق الابحار الشراعي، بمشاركه اصحاب الهمم اختتمت اكاديميه نادي ابوظبي للرياضات البحريه سباق الابحار الشراعي لفئتي الاوبتيمست والالكا، مساء امس بمشاركه بحارا وبحاره من منتسبيها في ابوظبي والمرفا، الي جانب من اصحاب الهمم واسفرت منافسات فئه الاوبتميست للمبتدئين عن فوز هزاع ابراهيم بالمركز الاول، فيما تصدرت المزون المرزوقي فئه البنات,0
جهاز ذكي لخفض ضغط الدم المقاوم للادويه طور باحثون جهازا حيويا مرنا مطبوعا بتقنيه ثلاثيه الابعاد، قد يوفر وسيله جديده لعلاج ارتفاع ضغط الدم المقاوم للادويه، عبر ارسال نبضات كهربائيه خفيفه الي الشريان السباتي و طور فريق بحثي من جامعه ولايه بنسلفانيا الامريكيه جهازا اطلق عليه اسم كاروفليكس، وهو نوع جديد من الالكترونيات الحيويه المصنوعه من مواد لينه ومرنه تشبه الانسجه الطبيعيه في الجسم,0
حكماء المسلمين يدين بشده حادث اطلاق النار علي مسجد في مدينه سان دييغو الاميركيه ادان مجلس حكماء المسلمين، باشد العبارات، حادث اطلاق النار الذي استهدف مسجدا داخل مركز اسلامي في مدينه سان دييغو بالولايات المتحده الامريكيه، واسفر عن مقتل عدد من الاشخاص واكد المجلس، في بيان له، رفضه القاطع لكافه اشكال العنف والكراهيه والتطرف والاسلاموفوبيا، واستهداف دور العباده والمصلين الامنين، مشددا علي ان مثل هذه الاعمال الاجراميه مرفوضه دينيا وانسانيا واخلاقيا، وتمثل انتهاكا صارخا للقوانين والقيم الانسانيه ومبادئ التعايش المشترك، وتهديدا لامن المجتمعات واستقرارها,0
بحضور سلطان بن حمدان مزون تحصد السيف الذهبي في ختامي الوثبه شهد معالي الشيخ سلطان بن حمدان ال نهيان، مستشار صاحب السمو رئيس الدوله، رئيس اتحاد سباقات الهجن، ختام منافسات هجن ابناء القبائل، ضمن فعاليات المهرجان الختامي السنوي لسباقات الهجن ختامي الوثبه في ميدان الوثبه بابوظبي,1
منتخب الكره الطائره يواجه نظيره القطري غدا في افتتاح مشواره الخليجي يفتتح منتخب الامارات الاول للكره الطائره للرجال غدا مشواره في دوره الالعاب الخليجيه الرابعه الدوحه بمواجهه نظيره القطري، ضمن المنافسات التي تستضيفها العاصمه القطريه الدوحه حتي مايو الجاري وتشهد منافسات الكره الطائره مشاركه منتخبات هي الامارات وقطر والبحرين وعمان، وتقام بنظام الدوري من دور واحد، حيث يلتقي منتخب الامارات بعد مباراه الافتتاح مع منتخبي عمان والبحرين تباعا,0
سلطان القاسمي يتراس اجتماع اللجنه التنفيذيه الدائمه لمجلس الشارقه للتعليم العالي والبحث العلمي تراس صاحب السمو الشيخ الدكتور سلطان بن محمد القاسمي عضو المجلس الاعلي حاكم الشارقه، رئيس مجلس الشارقه للتعليم العالي والبحث العلمي، صباح اليوم الاثنين، اجتماع اللجنه التنفيذيه الدائمه للمجلس، وذلك في بمقره في المدينه الجامعيه ناقش الاجتماع عددا من الموضوعات المعنيه بتعزيز الاداء الاكاديمي في المؤسسات التعليميه وسبل تطويرها، ومتابعه التعاون بين جامعات الشارقه والجامعات العالميه، بما يعزز من جوده التعليم والبحث العلمي، ويدعم تبادل الخبرات والمعارف الاكاديميه، وتطوير البرامج التعليميه ويواكب افضل الممارسات والمعايير الدوليه,1
قضاء الشارقه يختتم مبادره الوعي القانوني اختتم معهد الشارقه للعلوم القضائيه اليوم سلسله جلسات مبادره الوعي القانوني بجلسه التعاملات الالكترونيه في الاطار القانوني قدمها سعاده القاضي ضياء الناظر استعرض خلالها عده محاور تمثلت في الاطار القانوني في دوله الامارات للمعاملات الالكترونيه وخدمات الثقه,0
مشاركات دوليه في ارت دبي تعكس مستقبل الفنون المعاصره والرقميه استقطبت الدوره العشرون من معرض ارت دبي، المقامه في مدينه جميرا خلال الفتره من الي مايو، مشاركات دوليه واسعه عكست تنوع المشهد الفني العالمي وتنامي حضور الفنون المعاصره والرقميه والتفاعليه، في وقت واصلت فيه دبي تعزيز مكانتها منصه تجمع الفنانين وصالات العرض والمشاريع الابداعيه من الثقافات والاسواق العالميه المختلفه,0
مجلس الامن السيبراني يستعرض مستقبل الامن الرقمي واحدث الحلول التقنيه فيايسنار يشارك مجلس الامن السيبراني لحكومه دوله الامارات في فعاليات النسخه التاسعه من المعرض الدولي للامن الوطني ودرء المخاطر ايسنار وذلك في اطار جهوده لتعزيز منظومه الامن السيبراني الوطني وترسيخ مكانه دوله الامارات مركزا عالميا للابتكار الرقمي ويستعرض المجلس خلال مشاركته في المعرض احدث الابتكارات والحلول المتقدمه في مجال الامن السيبراني الي جانب تسليط الضوء علي مستقبل القطاع والاتجاهات العالميه المتسارعه في مجالات الحمايه الرقميه والمرونه السيبرانيه وامن الانظمه الذكيه,1
دبي للتامين تفوز بعقد تامين اسطول سيارات الاجره ذاتيه القياده فازت شركه دبي للتامين بعقد تامين اسطول سيارات الاجره ذاتيه القياده الذي تشغله شركه تاكسي دبي، لتصبح اول جهه تؤمن حلول التنقل من دون سائق في دبي ضمن اطار تاميني مخصص لهذا النوع من المركبات ياتي الاعلان عقب اطلاق سيارات الاجره ذاتيه القياده مؤخرا في دبي، ضمن مبادره تستهدف تعزيز مكانه الاماره في مجالات التنقل الذكي والبنيه التحتيه المستقبليه، ودعم توجهاتها نحو دمج تقنيات الذكاء الاصطناعي في منظومه النقل والحياه الحضريه اليوميه,0
ثقافه وسياحه ابوظبي تطلق مبادره الموسيقي في المدينه اعلنت دائره الثقافه والسياحه ابوظبي اطلاق برنامجها الجديد الموسيقي في المدينه الذي يمتد علي مدار العام ويهدف الي دمج العروض الموسيقيه الحيه في النسيج اليومي للمساحات والاماكن العامه في ابوظبي وانطلاقا من روح عروض فناني الشارع، يحيي الموسيقيون والفنانون عروضا وحفلات في الحدائق، والمتنزهات، والواجهات البحريه، والمراكز التجاريه، والفنادق، والمواقع الثقافيه في جميع انحاء الاماره، لتحويل المدينه باكملها الي مسرح نابض بالحياه,0
المتوصف يرسخ الموروث الاماراتي في المدارس احتفي مركز حمدان بن محمد لاحياء التراث بالفائزين في الدوره الثانيه عشره من جائزه المتوصف، التي رسخت مكانتها كاحدي المبادرات الوطنيه الرائده في تعزيز الموروث الثقافي الاماراتي وربط الاجيال الجديده بالقيم المجتمعيه والحكمه الشعبيه المتجذره في الهويه الوطنيه,0
الدفاعات الجويه الاماراتيه تعاملت مع طائرات مسيره خلال الـ ساعه الماضيه اعلنت وزاره الدفاع ان منظومه الدفاع الجوي الاماراتيه تمكنت خلال الـ ساعه الماضيه من رصد والتعامل بنجاح مع طائرات مسيره معاديه حاولت استهداف مناطق مدنيه وحيويه في الدوله واكدت الوزاره ان قوات الدفاع الجوي نجحت في اعتراض وتحييد الاهداف المعاديه وفق اعلي درجات الجاهزيه والكفاءه، دون تسجيل اي خسائر بشريه او تاثير علي سلامه المنشات الحيويه,1
المنتدي الاسلامي بالشارقه يختتم فعاليات مختبره العلمي الدراسات المعجميه والمصطلحيه اختتم المنتدي الاسلامي اليوم فعاليات مختبره العلميالدراسات المعجميه والمصطلحيهالذي نظمه علي مدار اسبوع بمقره في منطقه سمنان، بمشاركه واسعه من الاكاديميين والباحثين والمختصين والمهتمين بالدراسات العلميه والمعرفيه ياتي تنظيم المختبر في اطار جهود المنتدي الراميه الي تعزيز الحراك الثقافي والمعرفي، وتطوير الكفاءات العلميه المتخصصه، عبر برامج علميه تسهم في بناء الوعي المنهجي وتنميه مهارات البحث والتحليل,0
الامارات وكازاخستان تعقدان اعمال الدوره الرابعه للجنه القنصليه المشتركه عقدت دوله الامارات العربيه المتحده وجمهوريه كازاخستان اعمال الدوره الرابعه للجنه القنصليه المشتركه في العاصمه الكازاخستانيه استانا، لبحث سبل تعزيز التعاون في المجال القنصلي وتطوير اليات تقديم الخدمات القنصليه لمواطني البلدين الصديقين، بما يعكس عمق العلاقات الثنائيه ومتانه الشراكه الاستراتيجيه التي تجمع بين الامارات وكازاخستان تراس الجانب الاماراتي في الاجتماع سعاده راشد نظر رحمه، مدير اداره الخدمات القنصليه في وزاره الخارجيه، فيما تراس الجانب الكازاخستاني سعاده عظمات اوبكوف، مدير اداره الخدمات القنصليه في وزاره خارجيه جمهوريه كازاخستان,1
الدفاع السعوديه اعتراض وتدمير مسيرات خلال الساعات الماضيه اعلنت وزاره الدفاع السعوديه، اليوم، اعتراض وتدمير مسيرات خلال الساعات الماضيه جاء ذلك في بيان للمتحدث الرسمي باسم وزاره الدفاع اللواء الركن تركي المالكي، بثته وكاله الانباء السعوديه واس المصدر وام,1
الدفاع السعوديه اعتراض وتدمير مسيرتين خلال الساعات الماضيه اعلنت وزاره الدفاع السعوديه ،اليوم، انه تم اعتراض وتدمير مسيرتين خلال الساعات الماضيه جاء ذلك في تصريح للمتحدث الرسمي باسم وزاره الدفاع اللواء الركن تركي المالكي، بثته وكاله الانباء السعوديه واس,1
استديوهات اماراتيه متخصصه تفوز بمنح ماليه وتوقع اتفاقيات مع شركات عالميه في النسخه الاولي من برنامج المسرع جيم فورورد اعلنت مؤسسه محمد بن راشد لتنميه المشاريع الصغيره والمتوسطه، احدي مؤسسات دائره الاقتصاد والسياحه بدبي، عن الاختتام الناجح للنسخه الاولي من برنامج المسرع جيم فورورد ، وذلك بحصول ثلاثه استوديوهات اماراتيه علي منح ماليه، فيما نجح اثنان اخران في توقيع شراكات نشر مع بلاي ستيشن,0
مجلسا النواب والشوري في البحرين يدينان استهداف منشاه براكه ويؤكدان تضامنهما الكامل مع الامارات تلقي معالي صقر غباش، رئيس المجلس الوطني الاتحادي، برقيتي تضامن من معالي احمد بن سلمان المسلم، رئيس مجلس النواب، ومعالي علي بن صالح الصالح، رئيس مجلس الشوري في مملكه البحرين الشقيقه اعربا فيهما، عن استهجانهما البالغ وادانتهما الشديده للاعتداء الارهابي بطائرات مسيره الذي استهدف محيط محطه براكه للطاقه النوويه في منطقه الظفره,1
بطوله الجاليات لكره السله تنطلق غدا بمشاركه فريقا تنطلق غدا منافسات بطوله الجاليات لكره السله، التي تنظمها لجنه الامارات لرعايه المواهب الرياضيه ودعم الرياضه الوطنيه ، تحت رعايه وزاره الرياضه، وبالتعاون مع اكاديميه تشامبس، ومجلس دبي الرياضي، واتحاد الامارات لكره السله، وذلك في تشامبس بلازا بدبي، وتستمر حتي يونيو المقبل وتشهد البطوله مشاركه فريقا يمثلون عددا,0
الاتحاد الدولي للسيارات يسجل تقدما لافتا في خفض الانبعاثات وتعزيز الابتكار والشمول خلال سلط الاتحاد الدولي للسيارات، في اليوم تقريره لعام حول الاستدامه والتنوع والشمول، الضوء علي انجازات بارزه في دعم مستقبل رياضه السيارات والتنقل، وتعزيز الابتكار والشمول واتاحه الفرص لمجتمعه العالمي المتنوع,0
دبي تستضيف النسخه الـ لـقمه المعرفه و نوفمبر اعلنت مؤسسه محمد بن راشد ال مكتوم للمعرفه وبرنامج الامم المتحده الانمائي عن تنظيم النسخه الحاديه عشره من قمه المعرفه يومي و نوفمبر المقبل بمركز دبي التجاري العالمي تحت شعار المعرفه تخطي الازمات في عالم متغير تاتي القمه هذا العام في مرحله يشهد العالم فيها تحولات متسارعه علي مختلف الصعد الاقتصاديه والتكنولوجيه والاجتماعيه ما يستدعي تبني نماذج جديده قائمه علي المعرفه قادره علي التعامل مع الازمات وتحويلها الي فرص للنمو المستدام,1
سيف بن زايد يفتتح الدوره الـ من المعرض الدولي للامن الوطني ودرء المخاطر ايسنار افتتح الفريق سمو الشيخ سيف بن زايد ال نهيان، نائب رئيس مجلس الوزراء وزير الداخليه، الدوره التاسعه والاكبر في تاريخ المعرض الدولي للامن الوطني ودرء المخاطر ايسنار وشهد الاطلاق الرسمي للنسخه الاولي من قمه ابوظبي العالميه للامن المستدام التي تنظمها وزاره الداخليه واكاديميه ربدان، بالتعاون مع مجموعه ادنيك، بمشاركه نخبه من القاده والخبراء وصناع القرار من مختلف دول العالم لمناقشه مستقبل الامن والجاهزيه والاستدامه، وتستمر فعاليات الحدث حتي مايو في مركز ادنيك ابوظبي,1
ابوظبي للمحاسبه وابوظبي للدفاع المدني يحتفيان بتخريج الدفعه الاولي من منتسبي الهيئه في برنامج النخبه احتفي جهاز ابوظبي للمحاسبه وهيئه ابوظبي للدفاع المدني بتخريج الدفعه الاولي من منتسبي الهيئه ضمن برنامج النخبه، الذي اطلق بناء علي شراكه استراتيجيه تهدف الي تاهيل الكفاءات الوطنيه وصقل قدراتها، في تجربه تجسد ترجمه رؤيه القياده الرشيده في تمكين الشباب لاداء دور فاعل ونوعي، بما يسهم في رفع كفاءه الكوادر,0
مقــتل شرطيا بهجوم مسلح شمال شرقي نيجيريا اعلنت الشرطه النيجيريه، يوم السبت، مقــتل من عناصرها في هجوم استهدف، مركزا للتدريب في شمال شرق البلاد واوضحت الشرطه، في بيان، ان العناصر الذين كانوا يتلقون تدريبا عملياتيا خاصا داخل كليه القوات الخاصه النيجيريه قــتلوا خلال هجوم ارهــابي منسق شنه مسلحون من مواقع مختلفه,1
منتخب الامارات للمبارزه يختتم مشاركته الخليجيه بـ ميداليات ملونه اختتم منتخب الامارات للمبارزه، مشاركته في منافسات دوره الالعاب الخليجيه الرابعه المقامه في العاصمه القطريه الدوحه، بحصيله مميزه بلغت ميداليات ملونه، بواقع ذهبيه و فضيات و برونزيات، اسهمت في تعزيز رصيد بعثه الامارات في الدوره وحصدت فتيات منتخب المبارزه النصيب الاكبر من الانجازات، بعدما توج منتخب سلاح الفلوريه للسيدات بذهبيه الفرق، عبر اللاعبات الهيام البلوشي، وحمده التميمي، وزينب موسي، وشما العبري,0
جواهر القاسمي الاسره الدرع الاول والجدار المنيع وحمايتها واجب وطني وانساني قالت قرينه صاحب السمو الشيخ الدكتور سلطان بن محمد القاسمي عضو المجلس الاعلي حاكم الشارقه سمو الشيخه جواهر بنت محمد القاسمي رئيسه مجلس الشارقه للاسره والمجتمع ان الاسره هي الدرع الاول و الجدار المنيع الذي نحتمي به ولا ملاذ اصدق من دفء البيت و لا احب و اخلص من مشاعر من ضحي من اجلنا دون مقابل مشروط ولا توجد قوه تعوض مكانها ولا بديل يغني عن حنانها ورعايتها,1
رئيس البرلمان العربي يدين استهداف محيط محطه براكه للطاقه النوويه ادان معالي محمد بن احمد اليماحي، رئيس البرلمان العربي، باشد العبارات الاستهداف السافر الذي تعرضت له دوله الامارات العربيه المتحده بطائره مسيره، والذي اسفر عن اندلاع حريق في محيط محطه براكه للطاقه النوويه واكد رئيس البرلمان العربي في بيان اصدره اليوم ان استهداف المنشات الحيويه والمدنيه يعد انتهاكا صارخا للقانون الدولي، وتصعيدا خطيرا يهدد امن واستقرار المنطقه، مشددا علي ان هذا الاعتداء يمثل انتهاكا مرفوضا لسياده دوله الامارات العربيه المتحده، ومساسا مباشرا بامنها وسلامه اراضيها ومنشاتها الحيويه,1
خليفه بن طحنون بن محمد يقدم واجب العزاء في وفاه امنه احمد الظاهري قدم معالي الشيخ خليفه بن طحنون بن محمد ال نهيان، رئيس ديوان ولي عهد ابوظبي، واجب العزاء في وفاه المغفور لها امنه احمد محمد بن عرار الظاهري واعرب معالي الشيخ خليفه بن طحنون بن محمد ال نهيان، خلال زيارته منزل الفقيده في منطقه المشرف في ابوظبي، عن صادق تعازيه ومواساته لاسره الفقيده، داعيا المولي عز وجل ان يسكنها فسيح جناته، وان يلهم اهلها وذويها الصبر والسلوان,1
رئيس الدوله ونائباه يهنئون رئيس كازاخستان بذكري يوم ميلاده بعث صاحب السمو الشيخ محمد بن زايد ال نهيان، رئيس الدوله، حفظه الله، برقيه تهنئه الي فخامه قاسم جومارت توكاييف، رئيس جمهوريه كازاخستان، بمناسبه ذكري يوم ميلاده كما بعث صاحب السمو الشيخ محمد بن راشد ال مكتوم، نائب رئيس الدوله رئيس مجلس الوزراء حاكم دبي، رعاه الله، وسمو الشيخ منصور بن زايد ال نهيان، نائب رئيس الدوله، نائب رئيس مجلس الوزراء، رئيس ديوان الرئاسه، برقيتي تهنئه مماثلتين الي فخامه الرئيس قاسم جومارت توكاييف,1
كهرباء الشارقه تنجز خزان مياه بسعه مليون جالون في الحراي اعلنت هيئه كهرباء ومياه وغاز الشارقه عن الانتهاء من مشروع انشاء خزان مياه حيوي اضافي في منطقه حي الحراي السكنيه بمدينه خورفكان بسعه تخزينيه تبلغ مليون جالون في اطار جهودها المستمره لتعزيز البنيه التحتيه لقطاع المياه ومواكبه التوسع العمراني والسكاني واوضح راشد الكابوري نائب مدير اداره خورفكان بهيئه كهرباء ومياه وغاز الشارقه ان المشروع يهدف الي رفع كفاءه واستدامه منظومه توزيع المياه، وتعزيز الامن المائي، وتحسين موثوقيه الامدادات للمناطق السكنيه والخدميه الحاليه والمستقبليه، حيث سيخدم المشروع منطقه الحراي السكنيه والتجاريه والصناعيه، بما يسهم في ضمان استمراريه الخدمه بكفاءه عاليه ودعم خطط التنميه والتوسع في المنطقه,0
ضمن عمليه الفارس الشهم انطلاق طائره مساعدات انسانيه عاجله تحمل طنا الي غزه انطلقت من مطار ال مكتوم الدولي صباح اليوم طائره مساعدات انسانيه اماراتيه جديده متجهه الي مدينه العريش بجمهوريه مصر العربيه، تمهيدا لادخال حمولتها الي قطاع غزه، وذلك ضمن عمليه الفارس الشهم ، وفي اطار الجهود الانسانيه المتواصله التي تنفذها دوله الامارات العربيه المتحده لدعم الاشقاء الفلسطينيين والتخفيف من معاناتهم الانسانيه,0
